iter 	 t 	 dt 	 Density[kg/m3] 	 Pressure[Pascal] 	 Temperature[K] 	A 	B 	C 	D 	
296 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.1443488749e+00 	2.8556511251e+00 	3.4126292340e-13 	
296 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.1248015480e-172 	4.7441099665e+00 	2.5589003348e-01 	1.3962679001e-13 	
297 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.3011757778e-55 	4.0523530349e-01 	5.9476469651e-01 	4.4588438620e-14 	
297 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.8615407391e+00 	1.3845926085e-01 	6.2776977857e-13 	
297 	 1.3959030190e-01 	  2.2517998137e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-4.3872721712e-19 	2.9585034060e+00 	4.1496594030e-02 	5.9868980800e-13 	
297 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.1443488749e+00 	2.8556511251e+00 	3.4126292340e-13 	
297 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.1248015480e-172 	4.7441099665e+00 	2.5589003348e-01 	1.3962679001e-13 	
298 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.3011757778e-55 	4.0523530349e-01 	5.9476469651e-01 	4.4588438620e-14 	
298 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.8615407391e+00 	1.3845926085e-01 	6.2776977857e-13 	
298 	 1.4008569786e-01 	  4.5035996274e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-6.3837412642e-19 	2.9583571582e+00 	4.1642841760e-02 	5.9868980800e-13 	
298 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.1443488749e+00 	2.8556511251e+00 	3.4126292340e-13 	
298 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.1248015480e-172 	4.7441099665e+00 	2.5589003348e-01 	1.3962679001e-13 	
299 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.3011757778e-55 	4.0523530349e-01 	5.9476469651e-01 	4.4588438620e-14 	
299 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.8615407391e+00 	1.3845926085e-01 	6.2776977857e-13 	
299 	 1.4058109382e-01 	  4.5035996274e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-9.2887222260e-19 	2.9582109177e+00 	4.1789082260e-02 	5.9868980800e-13 	
299 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.1443488749e+00 	2.8556511251e+00 	3.4126292340e-13 	
299 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.1248015480e-172 	4.7441099665e+00 	2.5589003348e-01 	1.3962679001e-13 	
300 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.3011757778e-55 	4.0523530349e-01 	5.9476469651e-01 	4.4588438620e-14 	
300 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.8615407391e+00 	1.3845926085e-01 	6.2776977857e-13 	
300 	 1.4107648978e-01 	  4.5035996274e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-1.3515641850e-18 	2.9580646845e+00 	4.1935315532e-02 	5.9868980800e-13 	
300 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.1443488749e+00 	2.8556511251e+00 	3.4126292340e-13 	
300 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.1248015480e-172 	4.7441099665e+00 	2.5589003348e-01 	1.3962679001e-13 	
301 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.3011757778e-55 	4.0523530349e-01 	5.9476469651e-01 	4.4588438620e-14 	
301 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.8615407391e+00 	1.3845926085e-01 	6.2776977857e-13 	
301 	 1.4156062674e-01 	  2.2517998137e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-4.6182712776e-19 	2.9579217817e+00 	4.2078218335e-02 	5.9868980800e-13 	
301 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.1443488749e+00 	2.8556511251e+00 	3.4126292340e-13 	
301 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.1248015480e-172 	4.7441099665e+00 	2.5589003348e-01 	1.3962679001e-13 	
302 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.3011757778e-55 	4.0523530349e-01 	5.9476469651e-01 	4.4588438620e-14 	
302 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.8615407391e+00 	1.3845926085e-01 	6.2776977857e-13 	
302 	 1.4205602270e-01 	  4.5035996274e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-6.7198586670e-19 	2.9577755627e+00 	4.2224437314e-02 	5.9868980800e-13 	
302 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.1443488749e+00 	2.8556511251e+00 	3.4126292340e-13 	
302 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.1248015480e-172 	4.7441099665e+00 	2.5589003348e-01 	1.3962679001e-13 	
303 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.3011757778e-55 	4.0523530349e-01 	5.9476469651e-01 	4.4588438620e-14 	
303 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.8615407391e+00 	1.3845926085e-01 	6.2776977857e-13 	
303 	 1.4255141866e-01 	  4.5035996274e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-9.7777929858e-19 	2.9576293509e+00 	4.2370649064e-02 	5.9868980800e-13 	
303 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.1443488749e+00 	2.8556511251e+00 	3.4126292340e-13 	
303 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.1248015480e-172 	4.7441099665e+00 	2.5589003348e-01 	1.3962679001e-13 	
304 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.3011757778e-55 	4.0523530349e-01 	5.9476469651e-01 	4.4588438620e-14 	
304 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.8615407391e+00 	1.3845926085e-01 	6.2776977857e-13 	
304 	 1.4304681462e-01 	  4.5035996274e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-1.4227268818e-18 	2.9574831464e+00 	4.2516853587e-02 	5.9868980800e-13 	
304 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.1443488749e+00 	2.8556511251e+00 	3.4126292340e-13 	
304 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.1248015480e-172 	4.7441099665e+00 	2.5589003348e-01 	1.3962679001e-13 	
305 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.3011757778e-55 	4.0523530349e-01 	5.9476469651e-01 	4.4588438620e-14 	
305 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.8615407391e+00 	1.3845926085e-01 	6.2776977857e-13 	
305 	 1.4353095158e-01 	  2.2517998137e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-4.8614329728e-19 	2.9573402717e+00 	4.2659728296e-02 	5.9868980800e-13 	
305 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.1443488749e+00 	2.8556511251e+00 	3.4126292340e-13 	
305 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.1248015480e-172 	4.7441099665e+00 	2.5589003348e-01 	1.3962679001e-13 	
306 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.3011757778e-55 	4.0523530349e-01 	5.9476469651e-01 	4.4588438620e-14 	
306 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.8615407391e+00 	1.3845926085e-01 	6.2776977857e-13 	
306 	 1.4402634754e-01 	  4.5035996274e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-7.0736733580e-19 	2.9571940815e+00 	4.2805918529e-02 	5.9868980800e-13 	
306 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.1443488749e+00 	2.8556511251e+00 	3.4126292340e-13 	
306 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.1248015480e-172 	4.7441099665e+00 	2.5589003348e-01 	1.3962679001e-13 	
307 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.3011757778e-55 	4.0523530349e-01 	5.9476469651e-01 	4.4588438620e-14 	
307 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.8615407391e+00 	1.3845926085e-01 	6.2776977857e-13 	
307 	 1.4452174350e-01 	  4.5035996274e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-1.0292614350e-18 	2.9570478985e+00 	4.2952101535e-02 	5.9868980800e-13 	
307 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.1443488749e+00 	2.8556511251e+00 	3.4126292340e-13 	
307 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.1248015480e-172 	4.7441099665e+00 	2.5589003348e-01 	1.3962679001e-13 	
308 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.3011757778e-55 	4.0523530349e-01 	5.9476469651e-01 	4.4588438620e-14 	
308 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.8615407391e+00 	1.3845926085e-01 	6.2776977857e-13 	
308 	 1.4501713945e-01 	  4.5035996274e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-1.4976364442e-18 	2.9569017227e+00 	4.3098277315e-02 	5.9868980800e-13 	
308 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.1443488749e+00 	2.8556511251e+00 	3.4126292340e-13 	
308 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.1248015480e-172 	4.7441099665e+00 	2.5589003348e-01 	1.3962679001e-13 	
309 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.3011757778e-55 	4.0523530349e-01 	5.9476469651e-01 	4.4588438620e-14 	
309 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.8615407391e+00 	1.3845926085e-01 	6.2776977857e-13 	
309 	 1.4550127641e-01 	  2.2517998137e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-5.1173976426e-19 	2.9567588761e+00 	4.3241123936e-02 	5.9868980800e-13 	
309 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.1443488749e+00 	2.8556511251e+00 	3.4126292340e-13 	
309 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.1248015480e-172 	4.7441099665e+00 	2.5589003348e-01 	1.3962679001e-13 	
310 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.3011757778e-55 	4.0523530349e-01 	5.9476469651e-01 	4.4588438620e-14 	
310 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.8615407391e+00 	1.3845926085e-01 	6.2776977857e-13 	
310 	 1.4599667237e-01 	  4.5035996274e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-7.4461171365e-19 	2.9566127146e+00 	4.3387285428e-02 	5.9868980800e-13 	
310 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.1443488749e+00 	2.8556511251e+00 	3.4126292340e-13 	
310 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.1248015480e-172 	4.7441099665e+00 	2.5589003348e-01 	1.3962679001e-13 	
311 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.3011757778e-55 	4.0523530349e-01 	5.9476469651e-01 	4.4588438620e-14 	
311 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.8615407391e+00 	1.3845926085e-01 	6.2776977857e-13 	
311 	 1.4649206833e-01 	  4.5035996274e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-1.0834542141e-18 	2.9564665603e+00 	4.3533439696e-02 	5.9868980800e-13 	
311 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.1443488749e+00 	2.8556511251e+00 	3.4126292340e-13 	
311 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.1248015480e-172 	4.7441099665e+00 	2.5589003348e-01 	1.3962679001e-13 	
312 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.3011757778e-55 	4.0523530349e-01 	5.9476469651e-01 	4.4588438620e-14 	
312 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.8615407391e+00 	1.3845926085e-01 	6.2776977857e-13 	
312 	 1.4698746429e-01 	  4.5035996274e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-1.5764901525e-18 	2.9563204133e+00 	4.3679586738e-02 	5.9868980800e-13 	
312 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.1443488749e+00 	2.8556511251e+00 	3.4126292340e-13 	
312 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.1248015480e-172 	4.7441099665e+00 	2.5589003348e-01 	1.3962679001e-13 	
313 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.3011757778e-55 	4.0523530349e-01 	5.9476469651e-01 	4.4588438620e-14 	
313 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.8615407391e+00 	1.3845926085e-01 	6.2776977857e-13 	
313 	 1.4747160125e-01 	  2.2517998137e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-5.3868393906e-19 	2.9561775947e+00 	4.3822405277e-02 	5.9868980800e-13 	
313 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.1443488749e+00 	2.8556511251e+00 	3.4126292340e-13 	
313 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.1248015480e-172 	4.7441099665e+00 	2.5589003348e-01 	1.3962679001e-13 	
314 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.3011757778e-55 	4.0523530349e-01 	5.9476469651e-01 	4.4588438620e-14 	
314 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.8615407391e+00 	1.3845926085e-01 	6.2776977857e-13 	
314 	 1.4796699721e-01 	  4.5035996274e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-7.8381708632e-19 	2.9560314620e+00 	4.3968538035e-02 	5.9868980800e-13 	
314 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.1443488749e+00 	2.8556511251e+00 	3.4126292340e-13 	
314 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.1248015480e-172 	4.7441099665e+00 	2.5589003348e-01 	1.3962679001e-13 	
315 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.3011757778e-55 	4.0523530349e-01 	5.9476469651e-01 	4.4588438620e-14 	
315 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.8615407391e+00 	1.3845926085e-01 	6.2776977857e-13 	
315 	 1.4846239317e-01 	  4.5035996274e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-1.1405003570e-18 	2.9558853364e+00 	4.4114663569e-02 	5.9868980800e-13 	
315 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.1443488749e+00 	2.8556511251e+00 	3.4126292340e-13 	
315 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.1248015480e-172 	4.7441099665e+00 	2.5589003348e-01 	1.3962679001e-13 	
316 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.3011757778e-55 	4.0523530349e-01 	5.9476469651e-01 	4.4588438620e-14 	
316 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.8615407391e+00 	1.3845926085e-01 	6.2776977857e-13 	
316 	 1.4895778913e-01 	  4.5035996274e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-1.6594956745e-18 	2.9557392181e+00 	4.4260781879e-02 	5.9868980800e-13 	
316 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.1443488749e+00 	2.8556511251e+00 	3.4126292340e-13 	
316 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.1248015480e-172 	4.7441099665e+00 	2.5589003348e-01 	1.3962679001e-13 	
317 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.3011757778e-55 	4.0523530349e-01 	5.9476469651e-01 	4.4588438620e-14 	
317 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.8615407391e+00 	1.3845926085e-01 	6.2776977857e-13 	
317 	 1.4944192609e-01 	  2.2517998137e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-5.6704678132e-19 	2.9555964277e+00 	4.4403572341e-02 	5.9868980800e-13 	
317 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.1443488749e+00 	2.8556511251e+00 	3.4126292340e-13 	
317 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.1248015480e-172 	4.7441099665e+00 	2.5589003348e-01 	1.3962679001e-13 	
318 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.3011757778e-55 	4.0523530349e-01 	5.9476469651e-01 	4.4588438620e-14 	
318 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.8615407391e+00 	1.3845926085e-01 	6.2776977857e-13 	
318 	 1.4993732205e-01 	  4.5035996274e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-8.2508670432e-19 	2.9554503236e+00 	4.4549676370e-02 	5.9868980800e-13 	
318 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.1443488749e+00 	2.8556511251e+00 	3.4126292340e-13 	
318 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.1248015480e-172 	4.7441099665e+00 	2.5589003348e-01 	1.3962679001e-13 	
319 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.3011757778e-55 	4.0523530349e-01 	5.9476469651e-01 	4.4588438620e-14 	
319 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.8615407391e+00 	1.3845926085e-01 	6.2776977857e-13 	
319 	 1.5043271801e-01 	  4.5035996274e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-1.2005500993e-18 	2.9553042268e+00 	4.4695773177e-02 	5.9868980800e-13 	
319 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.1443488749e+00 	2.8556511251e+00 	3.4126292340e-13 	
319 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.1248015480e-172 	4.7441099665e+00 	2.5589003348e-01 	1.3962679001e-13 	
320 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.3011757778e-55 	4.0523530349e-01 	5.9476469651e-01 	4.4588438620e-14 	
320 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.8615407391e+00 	1.3845926085e-01 	6.2776977857e-13 	
320 	 1.5091685497e-01 	  2.2517998137e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-4.1022587772e-19 	2.9551614574e+00 	4.4838542624e-02 	5.9868980800e-13 	
320 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.1443488749e+00 	2.8556511251e+00 	3.4126292340e-13 	
320 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.1248015480e-172 	4.7441099665e+00 	2.5589003348e-01 	1.3962679001e-13 	
321 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.3011757778e-55 	4.0523530349e-01 	5.9476469651e-01 	4.4588438620e-14 	
321 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.8615407391e+00 	1.3845926085e-01 	6.2776977857e-13 	
321 	 1.5141225093e-01 	  4.5035996274e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-5.9690298688e-19 	2.9550153748e+00 	4.4984625151e-02 	5.9868980800e-13 	
321 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.1443488749e+00 	2.8556511251e+00 	3.4126292340e-13 	
321 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.6943400000e+04 	2.4510000000e+02 	1.1248015480e-172 	4.7441099665e+00 	2.5589003348e-01 	1.3962679001e-13 	
322 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0125330000e+05 	2.7250000000e+02 	6.3011757778e-55 	4.0523530349e-01 	5.9476469651e-01 	4.4588438620e-14 	
322 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	9.2834400000e+04 	2.4830000000e+02 	0.0000000000e+00 	1.8615407391e+00 	1.3845926085e-01 	6.2776977857e-13 	
322 	 1.5190764688e-01 	  4.5035996274e-05 	 0.0000000000e+00 	9.0328400000e+04 	3.0130000000e+02 	-8.6852925449e-19 	2.9548692995e+00 	4.5130700457e-02 	5.9868980800e-13 	
322 	 1.0000000000e+02 	  0.0000000000e+00 	 0.0000000000e+00 	1.0049540000e+05 	2.7600000000e+02 	0.0000000000e+00 	1.1443488749e+00 	2.8556511251e+00 	3.4126292340e-13 	
